game_id,game_seconds,game_period,x_coord,y_coord,shot_distance,shot_angle,shot_type,empty_net,last_event_type,last_event_x,last_event_y,time_since_last_event,distance_from_last_event,friendly_skaters,opposing_skaters,attacking_team_id,attacking_team_name,home_team,is_goal,rebound,shot_angle_change,speed
2017021065,2466,3,-45.0,25.0,50.60632371551998,29.60445074600491,,1,hit,-92.0,31.0,8,47.38143096192854,5,5,15,Capitals,Capitals,0,False,0.0,5.922678870241067
2017021065,2493,3,-63.0,20.0,32.802438933713454,37.568592028827496,backhand,0,blocked-shot,-45.0,25.0,27,18.681541692269406,5,5,15,Capitals,Capitals,0,False,0.0,0.6919089515655336
2017021065,2503,3,-33.0,7.0,56.43580423808985,7.125016348901798,slap,0,missed-shot,-63.0,20.0,10,32.69556544854363,5,5,15,Capitals,Capitals,0,False,0.0,3.269556544854363
2017021065,2522,3,55.0,31.0,46.010868281309364,-42.357454705935275,slap,0,shot-on-goal,-33.0,7.0,19,91.21403400793103,5,5,52,Jets,Capitals,0,True,-49.48247105483707,4.80073863199637
2017021065,2623,3,59.0,-29.0,41.72529209005013,44.028978068920836,snap,0,hit,14.0,40.0,21,82.37718130647589,5,5,52,Jets,Capitals,0,False,0.0,3.9227229193559947
2017021065,2667,3,-73.0,-10.0,18.867962264113206,-32.005383208083494,backhand,0,giveaway,-84.0,40.0,0,51.19570294468082,5,5,15,Capitals,Capitals,0,False,0.0,0.0
2017021065,2692,3,69.0,-18.0,26.90724809414742,41.98721249581666,,1,missed-shot,-73.0,-10.0,25,142.22517358048822,5,5,52,Jets,Capitals,0,False,0.0,5.689006943219528
2017021065,2702,3,80.0,16.0,18.35755975068582,-60.64224645720873,wrist,0,blocked-shot,69.0,-18.0,10,35.73513677041127,5,5,52,Jets,Capitals,1,False,0.0,3.5735136770411273
2017021065,2708,3,73.0,-4.0,16.492422502470642,14.036243467926479,wrist,0,faceoff,0.0,0.0,6,73.10950690573696,5,5,52,Jets,Capitals,0,False,0.0,12.184917817622827
2017021065,2712,3,74.0,-1.0,15.033296378372908,3.8140748342903543,,1,giveaway,66.0,10.0,1,13.601470508735444,5,5,52,Jets,Capitals,0,False,0.0,13.601470508735444
2017021065,2734,3,-82.0,29.0,29.832867780352597,76.42956561483852,wrist,0,blocked-shot,74.0,-1.0,22,158.8584275384847,5,5,15,Capitals,Capitals,0,False,0.0,7.220837615385668
2017021065,2743,3,-42.0,11.0,48.27007354458868,13.172553423326892,,1,faceoff,-69.0,22.0,7,29.154759474226502,5,5,15,Capitals,Capitals,0,False,0.0,4.164965639175215
2017021065,2803,3,71.0,4.0,18.439088914585774,-12.528807709151511,wrist,0,hit,96.0,8.0,34,25.317977802344327,5,5,52,Jets,Capitals,0,False,0.0,0.7446464059513037
2017021065,2823,3,66.0,16.0,28.0178514522438,-34.824489156956794,,1,hit,-45.0,37.0,2,112.96902230257638,5,5,52,Jets,Capitals,0,False,0.0,56.48451115128819
